ID,item_cnt_month
283,0.6762544
284,0.1626496
285,0.16258991
286,0.20280834
287,1.1230062
288,0.10718885
289,0.41424358
290,0.05496615
291,0.0
292,0.20672399
293,0.029542804
294,0.932894
295,0.69664514
296,0.14573488
297,0.0
298,0.0
299,0.30974382
300,0.0
301,0.8210592
302,1.1749728
303,0.8737284
304,0.028840005
305,0.0
306,0.05141905
307,0.0
308,0.15860692
309,0.5580734
310,0.5513333
311,0.5307056
312,0.8155259
313,0.27471825
314,0.018639803
315,0.69545066
316,0.10613188
317,3.1157112
318,0.071885854
319,0.16668786
320,0.36542735
321,0.0
322,0.80760634
323,0.0
324,0.39903128
325,0.56755006
326,0.36726046
327,0.21250625
328,0.23478737
329,0.33996403
330,0.19480285
331,0.3534237
332,0.0
333,0.12270771
334,1.0005901
335,0.2890153
336,0.24661383
337,0.82355416
338,0.38685828
339,0.49998152
340,0.06770244
341,0.1644735
342,0.37085629
343,1.1014504
344,0.06427142
345,0.0
346,3.7622612
347,3.4928029
348,0.18688294
349,0.39568326
350,0.2218513
351,0.53686213
352,0.03388673
353,0.07226673
354,0.32794452
355,0.3899792
356,0.63728046
357,1.3548508
358,0.51808417
359,0.59335095
360,0.48358035
361,3.9278634
362,1.0005099
363,1.2503875
364,0.7259269
365,0.7104465
366,0.3710408
367,0.0
368,0.18780929
369,0.30624855
370,0.33890525
371,0.81338274
372,0.8781394
373,0.3684319
374,1.5867842
375,2.25385
376,0.35868144
377,0.18358482
378,0.465986
379,0.15750511
380,3.9833708
381,0.60521317
382,0.4412502
383,0.28244883
384,1.8288679
385,0.45690426
386,0.6544924
387,0.60951376
388,0.16343534
389,0.0
390,0.20151365
391,0.21731949
392,0.18060562
393,0.37295204
394,0.34424645
395,0.0
396,1.9515883
397,0.68603647
398,0.09001416
399,0.4024299
400,0.36737147
401,0.42750764
402,2.3378296
403,3.5021048
404,1.1366053
405,0.0
406,0.17976163
407,0.095764756
408,0.049030304
409,0.3883543
410,0.36695424
411,1.6419764
412,0.29043505
413,0.31000322
414,0.09929922
415,3.0468493
416,0.3884351
417,0.3883534
418,0.34217536
419,0.36713743
420,0.3408534
421,2.403721
422,0.5584911
423,1.1926624
424,0.09382847
425,0.074393615
426,0.38849413
427,0.41762337
428,1.4876635
429,0.5416044
430,0.951179
431,0.86577296
432,0.0
433,0.24865726
434,0.13262534
435,1.1293418
436,0.0
437,0.9101709
438,0.5996468
439,0.5887079
440,0.23257986
441,0.34222054
442,0.5148277
443,0.2613171
444,0.054404482
445,0.52480173
446,0.31892678
447,0.26971993
448,0.51176345
449,0.69791996
450,0.46124327
451,0.19880494
452,0.2334317
453,0.25448626
454,0.5159978
455,0.21477744
456,0.55993867
457,0.14361289
458,0.8212944
459,0.8268051
460,18.243086
461,1.3407389
462,0.6399449
463,0.5498137
464,0.6147865
465,0.4246917
466,0.27003774
467,0.3725334
468,0.2799131
469,0.24246421
470,0.6758722
471,0.28313243
472,0.091719404
473,0.0
474,1.4757907
475,1.6418538
476,0.045939118
477,0.047212556
478,0.0
479,0.29205295
480,0.33269665
481,0.33269686
482,0.013623714
483,0.28624028
484,1.0860987
485,0.5001348
486,0.6024023
487,0.19346632
488,0.15929678
489,2.6919696
490,0.18080188
491,0.33279204
492,0.60608053
493,0.0
494,0.45638716
495,0.0
496,0.0
497,0.35816848
498,7.7952585
499,0.5789635
500,0.355803
501,0.67934465
502,0.73025846
503,0.10714555
504,0.6242159
505,0.65001863
506,0.98315847
507,0.0056953877
508,1.1153103
509,0.51499486
510,0.101217404
511,0.02749893
512,0.15798286
513,0.36684787
514,0.07390346
515,0.3581372
516,0.21258499
517,0.6829275
518,1.0467566
519,0.53783804
520,0.36077803
521,0.35479674
522,0.86002076
523,1.2383199
524,0.24894065
525,0.46933043
526,0.08635028
527,0.03895861
528,0.08084893
529,0.0
530,0.38650385
531,0.556802
532,0.0
533,0.0
534,0.014989555
535,0.0
536,0.38837618
537,0.132139
538,0.3418143
539,0.0
540,1.9133065
541,0.38835388
542,0.2027501
543,0.07474369
544,0.12674502
545,0.07839605
546,0.4895237
547,0.08916643
548,0.17153233
549,0.0
550,0.33843803
551,0.36322317
552,0.6869103
553,0.0
554,0.0
555,0.37621677
556,0.0
557,0.25012207
558,0.24054044
559,0.084696755
560,0.27973896
561,0.54977584
562,0.027559817
563,0.2504253
564,0.05601722
565,0.0963607
566,0.0024308264
567,0.26199153
568,0.13451937
569,0.0
570,0.37749547
571,0.48749095
572,1.5093323
573,0.071045786
574,0.0
575,0.34106982
576,0.17063102
577,0.36684918
578,0.38814837
579,0.51606977
580,0.10590577
581,0.10645077
582,0.17249367
583,0.08579849
584,1.0276467
585,0.17755765
586,0.09888992
587,0.75550604
588,3.0325644
589,0.39474517
590,1.0088457
591,0.46576017
592,3.0704126
593,0.026928216
594,0.008164048
595,0.0060476363
596,0.15861236
597,0.092687756
598,0.0
599,0.236195
600,0.019952819
601,0.44817203
602,0.009238929
603,0.0
604,0.032083943
605,0.0
606,0.0
607,0.3226271
608,0.0
609,0.48399222
610,0.3816272
611,0.86995304
612,0.33818895
613,0.33818918
614,0.20633057
615,1.0787811
616,1.1164808
617,0.2736256
618,0.6208601
619,0.1420095
620,0.39359626
621,0.35580128
622,1.414192
623,0.85556304
624,0.80146706
625,0.24503472
626,0.6604023
627,0.0
628,0.0
629,0.2012442
630,0.05413364
631,0.0
632,0.29921937
633,0.20123859
634,0.62167037
635,0.50025153
636,0.367369
637,0.31480902
638,0.25572747
639,0.28487328
640,0.5422355
641,1.001757
642,0.33003804
643,0.13286093
644,0.04611425
645,0.36754078
646,0.87460446
647,0.06272042
648,0.12231803
649,0.3165706
650,0.026091456
651,1.2880771
652,0.41708446
653,0.0
654,0.47968453
655,0.5361282
656,0.83664215
657,0.0
658,0.0
659,0.23130092
660,0.54303914
661,0.23861362
662,0.0910871
663,1.1866767
664,0.13977444
665,0.2789088
666,0.0
667,0.36729106
668,0.98681414
669,0.38362592
670,0.0
671,0.0
672,0.057470083
673,0.41336387
674,0.2058548
675,0.3651424
676,0.48698726
677,0.9523498
678,0.24503191
679,0.45629898
680,0.22555132
681,0.0
682,0.65395343
683,0.3385096
684,0.9868139
685,0.7564868
686,0.55965394
687,0.70179737
688,0.2185094
689,0.35342348
690,0.018800184
691,0.0
692,0.0
693,0.0
694,0.0
695,0.8870399
696,0.34388554
697,0.20452248
698,0.25464034
699,0.4455543
700,1.796313
701,0.34389168
702,1.7971386
703,1.7111228
704,0.07975538
705,0.3693963
706,0.0
707,0.16143297
708,0.009743586
709,2.1712477
710,0.5204485
711,0.46357188
712,0.09608653
713,0.57462406
714,0.29814482
715,0.041756615
716,0.5022302
717,0.19712448
718,0.07664989
719,0.37110218
720,0.0
721,0.68179494
722,0.279069
723,2.149336
724,0.0
725,0.49311757
726,0.7159604
727,1.2244964
728,0.3438853
729,1.5144962
730,0.0
731,0.0
732,1.1871208
733,0.37058577
734,1.3383733
735,0.19989058
736,0.5984775
737,0.744738
738,0.5492321
739,0.12117104
740,0.23849216
741,0.06369963
742,0.13099316
743,0.7747228
744,0.7087624
745,0.76567245
746,0.51075745
747,0.5892205
748,0.56525636
749,0.26937404
750,0.27977806
751,0.0
752,0.42548907
753,0.0
754,1.9194628
755,0.5485461
756,0.017165452
757,0.5300287
758,0.0
759,0.0
760,0.98407865
761,0.12142809
762,0.058233142
763,2.5389705
764,0.36707646
765,0.21281046
766,0.20675845
767,0.6921252
768,0.8297
769,0.42289338
770,0.5451554
771,0.037491918
772,0.58367586
773,0.27772796
774,0.30005577
775,0.21721897
776,0.61219126
777,0.72707176
778,0.14189492
779,0.48751986
780,0.34387788
781,1.3430564
782,1.102109
783,0.73199666
784,0.3438726
785,1.6885014
786,2.531436
787,1.378806
788,0.29770577
789,0.592769
790,0.343884
791,0.34387243
792,0.3438722
793,3.8705976
794,0.34386846
795,0.37249348
796,0.65500116
797,1.4896439
798,0.34387064
799,2.0204153
800,0.46809816
801,0.057682887
802,0.3712867
803,0.37216267
804,0.0
805,0.0
806,0.22728217
807,0.26839474
808,0.4531805
809,0.049200207
810,0.37719718
811,0.54068047
812,0.4959082
813,0.104712486
814,0.0
815,0.5004282
816,0.19256279
817,0.0
818,0.37197447
819,0.0
820,0.15101738
821,0.02780968
822,0.47341675
823,0.37125814
824,0.067933574
825,0.24477015
826,0.016831875
827,0.3713262
828,0.02651909
829,0.12682767
830,1.4602466
831,0.15385
832,0.0637898
833,0.42646152
834,1.3365389
835,0.07960944
836,0.18246709
837,0.9128883
838,0.68389875
839,0.0
840,0.0
841,0.26743695
842,0.08809799
843,0.33925393
844,0.5227039
845,0.20838547
846,0.093692765
847,0.47322556
848,0.103607625
849,0.020116776
850,0.045885652
851,0.33919173
852,0.52406263
853,0.33928502
854,0.36907923
855,0.6649395
856,0.62171745
857,0.7634307
858,0.3699791
859,0.88494635
860,0.0
861,0.20556875
862,0.4222532
863,0.64227927
864,0.57448626
865,0.77837515
866,0.61546665
867,0.09745866
868,1.2987145
869,0.123204485
870,0.82589245
871,0.07505098
872,0.0
873,0.36004606
874,0.33482614
875,1.0482583
876,0.17978032
877,0.057849556
878,0.23654309
879,0.90145695
880,0.0
881,0.791448
882,0.7060271
883,2.0828671
884,0.5556026
885,0.8194746
886,0.060501456
887,0.1651291
888,0.10566668
889,0.022523299
890,0.3367606
891,0.61493933
892,0.30298555
893,0.085989416
894,0.3558369
895,0.15994298
896,0.23528025
897,0.0
898,0.09907912
899,0.6283228
900,0.06961787
901,1.5681099
902,0.12008774
903,0.36811614
904,0.6018052
905,0.3931669
906,2.5627003
907,0.29231548
908,0.48073778
909,0.26725286
910,0.21935076
911,0.06777553
912,1.4483975
913,0.21740085
914,0.0
915,0.30991152
916,0.2257652
917,0.0
918,0.057351798
919,0.48389214
920,0.29308647
921,0.96796656
922,0.13995159
923,0.129568
924,0.48154688
925,0.33766901
926,0.2547593
927,0.013954908
928,0.58899206
929,0.61052644
930,0.013764322
931,0.08748092
932,0.72293305
933,0.2766614
934,0.26820147
935,0.27626932
936,0.4085423
937,0.52653766
938,0.06605533
939,0.10814652
940,0.114005536
941,0.22164422
942,0.110362515
943,0.71326244
944,0.20292397
945,0.0
946,0.14131536
947,0.0094409585
948,0.547593
949,0.027286157
950,0.21955344
951,0.0
952,0.0
953,0.0
954,0.23942176
955,0.47245842
956,0.36816686
957,0.008057997
958,0.7479154
959,0.5462421
960,0.40278533
961,0.20025724
962,0.40102214
963,0.0
964,0.4500624
965,0.38714752
966,0.29180595
967,0.25352392
968,0.0
969,0.0
970,0.19024105
971,0.077267915
972,0.035029143
973,0.2806338
974,0.07654515
975,0.04927525
976,0.23301393
977,0.49580485
978,0.48227328
979,1.097381
980,0.41925955
981,0.2961725
982,0.66235006
983,0.10264161
984,0.18377142
985,0.48505914
986,0.40318695
987,0.67718893
988,0.067535624
989,0.23793752
990,0.4301531
991,0.23990099
992,0.31537437
993,1.5663633
994,0.8984258
995,0.11365622
996,0.120678395
997,0.26997724
998,0.13444231
999,0.052228063
1000,0.9050008
1001,0.29997802
1002,0.8954884
1003,0.03984435
1004,0.30614483
1005,0.24142282
1006,0.06830934
1007,0.0
1008,0.81253314
1009,0.23885337
1010,0.038600564
1011,0.48526323
1012,0.53863466
1013,2.1177092
1014,0.4345548
1015,0.38746727
1016,0.022089928
1017,0.12925789
1018,0.0
1019,0.42680383
1020,0.19857757
1021,0.2813282
1022,0.16643392
1023,0.11264898
1024,0.66797626
1025,0.0807095
1026,0.75088805
1027,0.3007227
1028,0.25826713
1029,0.19664168
1030,0.18735722
1031,1.1504405
1032,1.4749068
1033,0.33850718
1034,0.8887161
1035,0.1635005
1036,0.040474653
1037,0.9337822
1038,0.18784134
1039,0.073833406
1040,0.46340257
1041,0.26753393
1042,0.3868829
1043,0.07981625
1044,0.34678805
1045,0.19396488
1046,0.5311043
1047,0.28541863
1048,0.04055682
1049,0.39358783
1050,0.28868687
1051,0.33914638
1052,0.6341307
1053,0.32234213
1054,0.30580226
1055,0.73972553
1056,0.6146454
1057,0.39029607
1058,0.18882696
1059,1.6977606
1060,0.033864856
1061,0.37045577
1062,0.038160905
1063,0.06895813
1064,0.2937088
1065,0.03883156
1066,0.12071793
1067,0.44721884
1068,0.15160166
1069,0.50520766
1070,0.17175297
1071,0.2240549
1072,0.11719924
1073,0.119848296
1074,0.115230665
1075,0.046369657
1076,0.30282405
1077,0.38953638
1078,0.3877678
1079,0.65203047
1080,0.08196029
1081,0.40213078
1082,0.03798388
1083,0.26301005
1084,0.21045972
1085,0.06922127
1086,0.016760811
1087,0.2096971
1088,0.6125413
1089,0.5903152
1090,3.8438997
1091,0.4049532
1092,0.86887276
1093,0.13572738
1094,0.14180365
1095,0.21306525
1096,0.3292431
1097,0.3356576
1098,0.3531532
1099,0.3628071
1100,0.35846603
1101,0.15976603
1102,0.22972597
1103,0.8439683
1104,1.3484628
1105,0.087158754
1106,0.33759075
1107,0.88739145
1108,0.0
1109,0.39675775
1110,0.13057956
1111,0.0
1112,0.40159842
1113,0.2150712
1114,0.32944524
1115,0.082444474
1116,0.17517635
1117,0.07197744
1118,0.033817172
1119,0.0
1120,0.47705442
1121,0.08804464
1122,0.082570925
1123,0.33904862
1124,0.207103
1125,0.067144886
1126,0.46591622
1127,0.0001065433
1128,0.23907962
1129,0.3318465
1130,0.15096526
1131,0.36767495
1132,0.15585113
1133,0.02128467
1134,0.08314958
1135,0.059482187
1136,6.93202e-05
1137,0.99043703
1138,0.41355938
1139,0.0
1140,0.23846513
1141,0.05395022
1142,0.19943772
1143,0.051119715
1144,0.053827435
1145,0.5903976
1146,0.0719239
1147,0.37001762
1148,0.13866562
1149,0.25544566
1150,0.20774125
1151,0.32258445
1152,0.15836225
1153,0.31706604
1154,0.7958287
1155,0.32102892
1156,0.0
1157,2.166217
1158,2.424861
1159,0.14840668
1160,0.035367876
1161,0.5604957
1162,0.042978242
1163,0.106363
1164,0.11933939
1165,0.089725986
1166,0.25478682
1167,0.37007415
1168,0.24881876
1169,0.27479285
1170,0.6818619
1171,0.26105598
1172,0.15732831
1173,0.0
1174,0.022455513
1175,0.022339076
1176,0.0223393
1177,0.013654366
1178,0.0033794343
1179,0.0
1180,0.35039103
1181,0.24179304
1182,0.13810885
1183,0.0
1184,0.17476773
1185,0.1078555
1186,0.120096
1187,0.37040937
1188,0.0
1189,1.4927193
1190,0.096811384
1191,0.1710417
1192,0.30146885
1193,1.2872691
1194,0.0
1195,0.6704978
1196,0.12702493
1197,0.0
1198,0.12103546
1199,0.47251138
1200,0.05373563
1201,0.2537737
1202,0.12041816
1203,0.6245586
1204,0.36825362
1205,1.1069901
1206,0.052966207
1207,0.25657123
1208,0.0
1209,0.06439845
1210,0.21886736
1211,0.08520436
1212,2.0848188
1213,0.64708716
1214,0.5971918
1215,0.15569516
1216,0.7462939
1217,0.67998123
1218,0.26212153
1219,0.112450406
1220,0.09317365
1221,0.21940655
1222,0.114308715
1223,0.07304248
1224,0.052312106
1225,0.12724482
1226,0.19273527
1227,0.34387523
1228,0.3088019
1229,0.21646258
1230,0.3097088
1231,0.5514777
1232,0.20917675
1233,0.017876223
1234,0.0
1235,0.4420036
1236,0.18165568
1237,0.51639926
1238,0.34387547
1239,1.3375572
1240,0.0
1241,0.40081865
1242,0.09330028
1243,0.5441307
1244,0.12533534
1245,0.08541539
1246,0.74856716
1247,0.24208765
1248,0.2395507
1249,0.026279047
1250,0.071018085
1251,0.0
1252,0.07645783
1253,0.52124274
1254,0.7999369
1255,0.13140756
1256,0.4921658
1257,0.08259781
1258,0.23336197
1259,0.35255527
1260,0.36547348
1261,0.21387947
1262,0.14868489
1263,0.12675974
1264,1.4122405
1265,0.3214421
1266,0.0495902
1267,0.44643402
1268,0.1114075
1269,0.025959149
1270,0.024828166
1271,0.16164932
1272,0.008087277
1273,0.09223813
1274,0.0
1275,0.015636459
1276,0.2660566
1277,0.36980337
1278,0.38961804
1279,0.8755133
1280,0.0
1281,0.04321757
1282,0.15778248
1283,0.17813532
1284,0.99967337
1285,0.051626593
1286,0.0
1287,0.83563995
1288,0.039427027
1289,0.48926234
1290,0.024241686
1291,0.61131275
1292,0.36915848
1293,0.21539941
1294,0.48255026
1295,0.17653123
1296,0.19376585
1297,0.44688836
1298,0.3678128
1299,0.16557404
1300,0.17610633
1301,0.45292208
1302,0.21561074
1303,0.3787108
1304,1.3570886
1305,0.5417726
1306,0.0
1307,0.21332835
1308,0.38683993
1309,0.23611778
1310,0.0
1311,0.02291897
1312,0.9109539
1313,0.067956805
1314,0.41366288
1315,0.16624454
1316,0.5864763
1317,0.040605426
1318,1.0261645
1319,0.0
1320,0.2897809
1321,0.03032212
1322,0.3718127
1323,0.2837748
1324,0.0
1325,0.7572013
1326,0.0
1327,0.027938396
1328,0.13249043
1329,0.07215896
1330,0.24227183
1331,0.43259937
1332,0.12876007
1333,2.1809514
1334,0.4433111
1335,0.008525223
1336,0.23913929
1337,0.41927359
1338,0.33067858
1339,0.07723172
1340,0.108156204
1341,0.108155966
1342,0.3893552
1343,0.09850572
1344,0.01445514
1345,0.0
1346,0.10815576
1347,0.16519141
1348,0.11875592
1349,0.7038604
1350,0.0
1351,0.21825796
1352,0.0
1353,0.16821954
1354,0.13125508
1355,0.9396509
1356,0.30138278
1357,0.08805762
1358,0.06856342
1359,0.80607414
1360,1.3524709
1361,0.7655721
1362,0.0014956594
1363,0.15819839
1364,0.2399725
1365,0.6091409
1366,0.0
1367,0.10923833
1368,0.24083364
1369,0.29054567
1370,0.37078148
1371,0.07526034
1372,0.11448096
1373,0.5159056
1374,0.14423266
1375,0.54372597
1376,0.35818705
1377,0.114533514
1378,0.16838257
1379,0.18664245
1380,0.20786002
1381,0.0061638355
1382,0.30149788
1383,0.37646815
1384,0.0
1385,0.78038275
1386,0.045662552
1387,0.0
1388,0.0
1389,0.2566932
1390,0.1449073
1391,0.0
1392,0.22270082
1393,0.1208556
1394,0.21634373
1395,0.37214226
1396,0.2630029
1397,0.21355459
1398,0.07058844
1399,0.0
1400,0.27973288
1401,0.2669733
1402,0.15190925
1403,0.97314024
1404,0.36807722
1405,0.09297295
1406,0.0
1407,0.0
1408,0.0
1409,0.00051891804
1410,0.15138544
1411,0.08389372
1412,0.0
1413,0.30520788
1414,0.1169202
1415,0.0
1416,0.18622813
1417,0.29404098
1418,0.0
1419,0.2204298
1420,0.20301603
1421,0.33218467
1422,0.12806243
1423,0.008743823
1424,0.0
1425,0.07863137
1426,0.28352964
1427,0.08910684
1428,0.043808386
1429,0.12044519
1430,0.13361713
1431,0.014649987
1432,0.24121137
1433,0.0
1434,0.38969797
1435,0.018873483
1436,0.10128401
1437,0.0
1438,0.14198035
1439,0.14127782
1440,0.26200908
1441,0.22196119
1442,0.060666144
1443,0.36643428
1444,0.34386343
1445,0.07048567
1446,0.34387743
1447,0.2826515
1448,0.23975892
1449,0.34110144
1450,0.2140699
1451,0.49958926
1452,0.21227795
1453,0.15928306
1454,0.17086464
1455,0.2053138
1456,0.0
1457,0.03186509
1458,0.4029534
1459,1.1275356
1460,0.18723151
1461,0.0
1462,0.5785341
1463,0.0979041
1464,0.12595057
1465,0.03133145
1466,0.42294234
1467,0.25869185
1468,0.27164182
1469,0.08650403
1470,0.03259732
1471,0.0034587681
1472,0.15961388
1473,0.18160482
1474,0.3492319
1475,0.3204009
1476,0.18470731
1477,0.4163218
1478,0.08475737
1479,0.4499086
1480,0.045265257
1481,0.0
1482,0.85689247
1483,0.14342585
1484,0.04941231
1485,0.052720696
1486,0.057644427
1487,0.0
1488,0.100521654
1489,0.62290895
1490,0.48575634
1491,0.10368222
1492,0.035864636
1493,0.0
1494,0.49150062
1495,0.0
1496,0.0
1497,2.6748376
1498,0.45108485
1499,0.08237128
1500,0.0
1501,0.0
1502,0.36135426
1503,0.1293078
1504,0.0
1505,0.09197749
1506,0.0031504333
1507,0.14714856
1508,0.08779669
1509,0.21673498
1510,0.0
1511,0.005330175
1512,0.12768233
1513,0.15240775
1514,0.54975474
1515,0.0
1516,0.11067867
1517,0.0702239
1518,0.026976943
1519,0.0
1520,0.2013435
1521,0.55531824
1522,0.4435919
1523,0.0
1524,0.43546218
1525,0.36975324
1526,0.0
1527,0.2109189
1528,0.027436733
1529,0.15766709
1530,0.10143095
1531,0.8495643
1532,0.23678833
1533,0.20781915
1534,0.18947053
1535,0.227761
1536,0.5665878
1537,0.17147191
1538,0.46871904
1539,0.26739597
1540,0.33740258
1541,0.33740586
1542,0.3681667
1543,0.13088852
1544,0.1172564
1545,0.15300685
1546,0.3893558
1547,0.0
1548,0.14574634
1549,0.18937272
1550,0.10976815
1551,0.34590527
1552,0.0
1553,0.054781258
1554,0.0
1555,0.073932424
1556,0.16578206
1557,0.12674904
1558,0.26591653
1559,0.0
1560,0.0
1561,0.27178043
1562,0.19254506
1563,0.30697492
1564,0.41207567
1565,0.09903532
1566,0.13333632
1567,0.0
1568,0.10697195
1569,0.09287268
1570,0.27970958
1571,0.3186575
1572,0.0069280267
1573,0.35315233
1574,0.51266694
1575,0.22838388
1576,0.36765808
1577,0.00964123
1578,0.11332032
1579,0.0
1580,0.11525072
1581,0.3467765
1582,0.8895829
1583,0.2306545
1584,0.15237534
1585,0.11484927
1586,0.109249264
1587,0.28424636
1588,0.048546195
1589,0.07369366
1590,0.16360801
1591,0.04802707
1592,0.3369379
1593,0.06757647
1594,0.16873944
1595,0.10590437
1596,0.0
1597,0.3307236
1598,0.09536885
1599,0.16069978
1600,0.0806531
1601,0.06688462
1602,0.0
1603,0.3081976
1604,1.0086292
1605,0.0
1606,0.089190036
1607,0.07951948
1608,0.59274054
1609,0.40737128
1610,0.16939697
1611,0.34387702
1612,0.23167689
1613,0.36931956
1614,0.19517042
1615,0.4928335
1616,0.017725855
1617,0.0
1618,0.5088018
1619,0.0
1620,0.0
1621,0.65621364
1622,0.0
1623,0.0559766
1624,0.07387504
1625,0.0
1626,0.8857137
1627,0.76540434
1628,0.059036568
1629,0.3687699
1630,0.0
1631,0.06323707
1632,0.02879557
1633,0.09395553
1634,0.022793889
1635,0.039150402
1636,0.0
1637,0.0
1638,0.047267467
1639,0.39007807
1640,0.0
1641,0.0
1642,0.12889358
1643,0.06612179
1644,0.031162381
1645,0.20704937
1646,0.0
1647,0.66989815
1648,0.22734486
1649,0.0
1650,0.0
1651,0.0832634
1652,0.07117286
1653,0.8359302
1654,1.038226
1655,0.16142368
1656,0.33796763
1657,0.25646073
1658,0.24768488
1659,0.434155
1660,0.08144161
1661,0.01117152
1662,0.22920802
1663,0.22364429
1664,1.0341997
1665,0.123906165
1666,0.0
1667,0.3391913
1668,0.33495224
1669,0.05980882
1670,0.039779037
1671,0.12055273
1672,0.4113413
1673,0.19836818
1674,0.37265489
1675,0.1648447
1676,0.26275718
1677,0.0
1678,0.16137129
1679,0.08352953
1680,0.15000749
1681,0.19764137
1682,0.0
1683,0.37261194
1684,0.0
1685,0.0
1686,0.26626128
1687,0.020036891
1688,0.0
1689,0.13327831
1690,0.0
1691,0.0
1692,0.20306627
1693,0.0
1694,0.0
1695,0.43577227
1696,0.21502486
1697,0.48159206
1698,0.26514056
1699,0.0
1700,0.2702716
1701,0.27274093
1702,0.824638
1703,0.38232815
1704,0.1806844
1705,0.13867347
1706,0.0
1707,0.29531842
1708,0.38689914
1709,0.100140095
